,subregion_id,plotname,region,location_y,location_x,countdate,year,countdate_cluster,year_cluster,dem250,plot_nr,plot_name,elevation,plotweight,cov1,ASW,BFMON,BGER,BHE,BPIG,BST,CAT,CC,CURR,EWB,FTCUC,FW,GFAN,GHE,GHR,GOLDBB,GOLDW,LBSW,LEWHE,LST,MACHE,MTB,MTHORN,OFSF,PYR,RFAN,RL,SATBB,SBCUC,SBL,SCC,SD,SFD,SMON,TBBB,VRIF,VT,WOMP,WTTC,YBBB,YSHE,YTSW,site
2052,CU,CU4A,WT,-16.53356156,145.3708313,21-May-05,2005,1/01/2001,2,415,400,WT400,lowland,1,1,0,0,5,3,0,NA,0,0,0,0,0,0,2,6,4,NA,1,0,0,3,1,4,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,2,0,3,0,2,2,0,CU400
2053,CU,CU4A,WT,-16.53356156,145.3708313,18-Nov-05,2005,1/01/2001,2,415,400,WT400,lowland,1,1,0,3,1,0,2,NA,0,0,0,1,0,1,0,3,0,NA,0,4,0,9,3,0,NA,0,1,0,0,NA,0,0,0,0,3,4,NA,1,0,1,0,1,2,0,CU400
2054,CU,CU4A,WT,-16.53356156,145.3708313,16-Oct-06,2006,1/01/2001,2,415,400,WT400,lowland,1,1,0,0,3,0,0,NA,1,0,1,0,1,0,0,4,0,NA,0,6,0,6,2,0,NA,0,0,0,1,NA,0,0,,0,0,3,NA,2,1,4,0,2,4,0,CU400
2055,CU,CU4A,WT,-16.53356156,145.3708313,21-Oct-07,2007,1/01/2001,2,415,400,WT400,lowland,1,1,2,0,1,0,0,NA,0,1,0,0,0,0,0,4,0,NA,0,0,0,4,2,0,NA,0,0,1,4,NA,0,0,2,0,1,4,NA,0,0,0,0,2,5,0,CU400
2056,CU,CU4A,WT,-16.53356156,145.3708313,17-Mar-08,2008,1/01/2002,3,415,400,WT400,lowland,1,1,1,0,1,1,3,NA,0,1,0,0,0,1,0,5,1,NA,0,2,0,2,1,5,NA,0,0,1,0,NA,0,0,1,0,1,3,NA,0,0,0,0,1,3,0,CU400
2057,CU,CU4A,WT,-16.53356156,145.3708313,5-Apr-09,2009,1/01/2002,3,415,400,WT400,lowland,1,1,0,0,0,0,1,NA,2,0,0,4,0,0,1,6,2,NA,3,0,0,5,3,1,NA,1,0,0,0,NA,0,0,0,0,1,3,NA,2,0,0,0,1,3,0,CU400
2058,CU,CU4A,WT,-16.53356156,145.3708313,16-Apr-10,2010,1/01/2002,3,415,400,WT400,lowland,1,1,0,0,2,0,0,NA,0,0,0,0,0,0,1,7,2,NA,0,1,0,3,0,3,NA,0,0,0,1,NA,0,0,1,0,0,2,NA,0,0,1,0,2,3,0,CU400
2059,CU,CU4A,WT,-16.53356156,145.3708313,20-Oct-10,2010,1/01/2002,3,415,400,WT400,lowland,1,1,0,0,2,2,1,NA,1,1,0,0,0,0,0,7,0,NA,0,5,0,5,1,4,NA,0,0,1,0,NA,0,0,2,1,0,4,NA,2,2,1,1,1,2,0,CU400
2060,CU,CU4A,WT,-16.53356156,145.3708313,28-Nov-11,2011,1/01/2002,3,415,400,WT400,lowland,1,1,0,0,3,0,3,NA,3,1,0,1,0,1,0,9,0,NA,0,,0,7,1,2,NA,0,0,0,2,NA,0,0,1,,3,5,NA,,3,2,0,,5,0,CU400
2061,CU,CU4A,WT,-16.53356156,145.3708313,19-Jun-12,2012,1/01/2003,4,415,400,WT400,lowland,1,1,0,0,0,0,1,NA,0,0,3,1,0,0,3,7,0,NA,0,0,0,3,1,6,NA,0,0,0,3,NA,0,0,0,0,0,0,NA,0,0,3,0,0,5,0,CU400
2062,CU,CU4A,WT,-16.53356156,145.3708313,8-Dec-12,2012,1/01/2003,4,415,400,WT400,lowland,1,1,0,0,0,0,1,NA,3,0,0,0,0,0,0,7,0,NA,0,0,0,5,0,2,NA,0,3,0,3,NA,0,0,0,0,3,5,NA,1,1,0,0,2,6,0,CU400
2063,CU,CU4A,WT,-16.53311127,145.3745076,23-Apr-04,2004,1/01/2001,2,429,400,WT400,lowland,1,1,0,0,3,0,1,NA,1,0,0,2,0,0,0,3,2,NA,0,1,0,3,0,0,NA,0,0,0,0,NA,0,0,0,0,0,2,NA,1,0,3,2,0,6,0,CU400
2064,CU,CU4A,WT,-16.53311127,145.3745076,18-Jul-04,2004,1/01/2001,2,429,400,WT400,lowland,1,1,0,0,3,1,7,NA,0,0,0,3,1,0,0,3,2,NA,0,0,0,1,0,1,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,3,0,2,0,0,4,0,CU400
2065,CU,CU4A,WT,-16.53311127,145.3745076,17-Oct-04,2004,1/01/2001,2,429,400,WT400,lowland,1,1,0,1,7,0,4,NA,3,1,0,3,0,0,0,2,0,NA,0,0,0,2,2,0,NA,0,2,0,0,NA,0,0,0,0,2,2,NA,0,1,4,0,1,5,0,CU400
2066,CU,CU4A,WT,-16.53311127,145.3745076,21-May-05,2005,1/01/2001,2,429,400,WT400,lowland,1,1,0,1,0,1,1,NA,0,2,0,3,0,0,5,1,1,NA,1,3,0,5,1,1,NA,0,0,0,0,NA,0,0,1,0,0,2,NA,2,0,4,4,2,5,1,CU400
2067,CU,CU4A,WT,-16.53311127,145.3745076,18-Nov-05,2005,1/01/2001,2,429,400,WT400,lowland,1,1,0,2,2,0,3,NA,0,1,0,1,0,0,0,2,0,NA,0,0,0,6,4,0,NA,0,1,0,0,NA,0,0,0,0,5,4,NA,0,0,1,1,4,3,0,CU400
2068,CU,CU4A,WT,-16.53311127,145.3745076,18-Jun-06,2006,1/01/2001,2,429,400,WT400,lowland,1,1,0,0,2,0,1,NA,0,0,0,0,0,1,2,3,2,NA,0,0,0,4,0,0,NA,0,0,1,0,NA,0,0,,0,0,3,NA,1,0,0,0,0,3,2,CU400
2069,CU,CU4A,WT,-16.53311127,145.3745076,16-Oct-06,2006,1/01/2001,2,429,400,WT400,lowland,1,1,0,0,2,0,4,NA,0,0,0,0,0,0,0,5,0,NA,1,3,0,7,1,2,NA,0,0,1,1,NA,0,0,,0,2,5,NA,0,1,2,0,2,5,0,CU400
2070,CU,CU4A,WT,-16.53311127,145.3745076,21-Oct-07,2007,1/01/2001,2,429,400,WT400,lowland,1,1,0,0,3,0,2,NA,3,0,0,0,0,1,0,2,0,NA,0,3,0,3,1,1,NA,0,0,2,2,NA,0,0,0,0,2,3,NA,0,0,2,0,2,3,0,CU400
2071,CU,CU4A,WT,-16.53311127,145.3745076,17-Mar-08,2008,1/01/2002,3,429,400,WT400,lowland,1,1,0,0,3,0,1,NA,0,0,0,1,0,0,2,5,3,NA,0,3,0,6,0,0,NA,0,0,1,0,NA,0,0,1,0,0,2,NA,0,2,0,0,2,5,1,CU400
2072,CU,CU4A,WT,-16.53311127,145.3745076,5-Apr-09,2009,1/01/2002,3,429,400,WT400,lowland,1,1,0,0,4,1,1,NA,3,2,0,2,2,0,3,2,2,NA,0,3,0,5,1,1,NA,0,0,0,2,NA,0,0,1,0,0,2,NA,3,0,1,1,0,6,0,CU400
2073,CU,CU4A,WT,-16.53311127,145.3745076,16-Apr-10,2010,1/01/2002,3,429,400,WT400,lowland,1,1,0,0,5,3,0,NA,0,1,0,0,0,1,1,2,2,NA,2,2,0,7,1,2,NA,0,0,0,4,NA,0,0,0,0,0,2,NA,1,1,2,0,0,3,0,CU400
2074,CU,CU4A,WT,-16.53311127,145.3745076,20-Oct-10,2010,1/01/2002,3,429,400,WT400,lowland,1,1,0,1,1,0,2,NA,3,0,0,0,0,0,0,2,0,NA,0,3,0,9,4,0,NA,0,0,0,0,NA,0,0,1,0,0,3,NA,1,0,1,0,3,3,0,CU400
2075,CU,CU4A,WT,-16.53311127,145.3745076,28-Nov-11,2011,1/01/2002,3,429,400,WT400,lowland,1,1,0,0,2,0,5,NA,4,0,0,0,0,0,0,5,0,NA,0,,0,6,4,0,NA,0,0,0,0,NA,0,0,0,,4,5,NA,,1,2,0,,5,0,CU400
2076,CU,CU4A,WT,-16.53311127,145.3745076,19-Jun-12,2012,1/01/2003,4,429,400,WT400,lowland,1,1,0,0,0,0,2,NA,3,0,0,0,0,0,2,9,0,NA,0,2,0,2,4,0,NA,0,0,1,0,NA,0,0,0,0,0,0,NA,1,1,2,0,0,4,0,CU400
2077,CU,CU4A,WT,-16.53311127,145.3745076,8-Dec-12,2012,1/01/2003,4,429,400,WT400,lowland,1,1,0,1,2,0,1,NA,2,0,0,0,0,0,0,1,0,NA,0,1,0,7,2,0,NA,0,0,0,0,NA,0,0,0,0,4,2,NA,0,0,1,0,1,5,0,CU400
2078,CU,CU4A,WT,-16.53288906,145.3726638,23-Apr-04,2004,1/01/2001,2,415,400,WT400,lowland,1,1,0,0,6,0,1,NA,0,0,1,0,0,0,0,6,1,NA,0,1,0,4,1,1,NA,0,0,0,0,NA,0,0,1,0,0,2,NA,2,1,1,0,1,2,0,CU400
2079,CU,CU4A,WT,-16.53288906,145.3726638,18-Jul-04,2004,1/01/2001,2,415,400,WT400,lowland,1,1,0,0,4,0,2,NA,0,0,0,0,0,0,0,2,3,NA,0,0,0,1,0,1,NA,0,0,0,0,NA,0,0,0,0,0,2,NA,1,0,1,0,0,5,0,CU400
2080,CU,CU4A,WT,-16.53288906,145.3726638,17-Oct-04,2004,1/01/2001,2,415,400,WT400,lowland,1,1,0,0,3,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,3,3,1,NA,1,0,0,4,NA,0,0,1,0,1,4,NA,0,0,4,0,0,3,0,CU400
2081,CU,CU4A,WT,-16.53288906,145.3726638,21-May-05,2005,1/01/2001,2,415,400,WT400,lowland,1,1,0,0,5,3,0,NA,0,2,0,0,0,0,2,3,3,NA,2,1,0,1,0,3,NA,0,2,2,0,NA,0,0,0,0,0,2,NA,1,1,1,0,4,4,0,CU400
2082,CU,CU4A,WT,-16.53288906,145.3726638,18-Jun-06,2006,1/01/2001,2,415,400,WT400,lowland,1,1,0,0,1,0,2,NA,0,0,0,1,0,4,0,6,0,NA,2,0,0,4,0,1,NA,0,0,0,0,NA,0,0,,0,0,3,NA,3,0,2,0,0,3,0,CU400
2083,CU,CU4A,WT,-16.53288906,145.3726638,17-Mar-08,2008,1/01/2002,3,415,400,WT400,lowland,1,1,0,1,2,0,2,NA,1,0,0,2,0,0,0,6,2,NA,1,3,0,5,3,2,NA,0,0,0,0,NA,0,0,1,0,0,5,NA,0,1,0,0,0,3,0,CU400
2084,CU,CU4A,WT,-16.53288906,145.3726638,27-Oct-08,2008,1/01/2002,3,415,400,WT400,lowland,1,1,0,0,3,0,1,NA,2,1,0,1,0,0,0,1,0,NA,0,5,0,6,2,2,NA,0,0,0,0,NA,0,0,0,0,5,2,NA,1,0,2,0,2,4,0,CU400
2085,CU,CU4A,WT,-16.53288906,145.3726638,5-Apr-09,2009,1/01/2002,3,415,400,WT400,lowland,1,1,0,0,3,0,1,NA,1,0,0,3,0,0,1,4,2,NA,0,1,0,5,1,2,NA,0,2,0,4,NA,1,1,0,0,0,1,NA,1,0,1,0,0,3,2,CU400
2086,CU,CU4A,WT,-16.53288906,145.3726638,20-Oct-10,2010,1/01/2002,3,415,400,WT400,lowland,1,1,0,2,2,0,1,NA,2,1,0,0,1,0,0,5,0,NA,0,2,0,5,2,3,NA,0,0,1,4,NA,1,0,0,2,0,3,NA,1,1,0,0,2,3,0,CU400
2087,CU,CU4A,WT,-16.53288906,145.3726638,19-Jun-12,2012,1/01/2003,4,415,400,WT400,lowland,1,1,0,0,2,0,1,NA,0,1,1,3,0,0,0,4,1,NA,1,7,0,1,2,3,NA,0,0,2,3,NA,0,0,2,0,0,0,NA,1,0,2,0,0,4,0,CU400
2088,CU,CU4A,WT,-16.53288906,145.3726638,8-Dec-12,2012,1/01/2003,4,415,400,WT400,lowland,1,1,0,1,9,0,1,NA,1,0,0,2,0,0,0,5,0,NA,0,0,0,5,4,1,NA,0,0,0,4,NA,0,0,0,0,2,3,NA,0,0,1,0,2,3,2,CU400
1821,CU,CU600,WT,-16.57861536,145.3091404,10-Oct-96,1996,1/01/2000,1,604,600,WT600,midland,1,1,0,0,4,0,0,0,1,0,0,0,1,0,0,3,0,0,0,5,1,1,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,2,0,0,2,4,0,CU600
1822,CU,CU600,WT,-16.57860013,145.3072664,24-Oct-96,1996,1/01/2000,1,604,600,WT600,midland,1,1,0,0,5,0,1,0,1,0,0,1,0,0,0,3,1,0,2,4,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,3,0,1,2,0,0,1,1,0,CU600
1840,CU,CU600,WT,-16.57837205,145.3081118,18-Mar-03,2003,1/01/2000,1,604,600,WT600,midland,1,1,0,2,3,0,2,2,0,0,0,1,0,0,0,0,3,0,2,4,0,0,2,0,0,0,3,0,6,0,0,0,3,0,2,0,,0,0,7,0,0,3,0,CU600
1841,CU,CU600,WT,-16.57772697,145.3110223,11-Oct-96,1996,1/01/2000,1,589,600,WT600,midland,1,1,0,0,4,0,1,1,0,0,0,2,0,0,0,2,2,0,0,3,0,2,1,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1,1,1,0,2,2,0,CU600
1938,CU,CU600,WT,-16.56585097,145.4095122,10-Oct-96,1996,1/01/2000,1,517,600,WT600,midland,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,4,0,CU600
1823,CU,CU6A,WT,-16.57840977,145.3127592,8-Feb-04,2004,1/01/2001,2,531,600,WT600,midland,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,CU600
1824,CU,CU6A,WT,-16.57840977,145.3127592,21-Apr-04,2004,1/01/2001,2,531,600,WT600,midland,1,1,0,0,5,0,1,6,1,4,0,3,0,0,1,2,2,0,3,3,5,0,1,1,0,0,1,0,0,0,0,0,4,0,0,4,0,1,1,0,0,0,4,4,CU600
1825,CU,CU6A,WT,-16.57840977,145.3127592,14-Jul-04,2004,1/01/2001,2,531,600,WT600,midland,1,1,0,0,8,1,3,0,0,2,0,4,0,3,3,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,2,0,0,0,1,3,1,CU600
1826,CU,CU6A,WT,-16.57840977,145.3127592,13-Oct-04,2004,1/01/2001,2,531,600,WT600,midland,1,1,0,0,2,0,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,1,0,2,0,2,0,0,3,0,CU600
1827,CU,CU6A,WT,-16.57840977,145.3127592,19-Nov-05,2005,1/01/2001,2,531,600,WT600,midland,1,1,0,2,5,,4,0,3,4,1,3,0,2,0,4,1,0,2,4,2,5,2,3,0,0,2,0,0,0,1,0,0,0,3,2,0,1,0,2,1,1,4,1,CU600
1828,CU,CU6A,WT,-16.57840977,145.3127592,24-Jun-06,2006,1/01/2001,2,531,600,WT600,midland,1,1,0,0,7,2,0,,0,2,0,4,0,3,1,3,2,0,0,2,1,1,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,4,2,3,4,CU600
1829,CU,CU6A,WT,-16.57840977,145.3127592,25-Jun-06,2006,1/01/2001,2,531,600,WT600,midland,1,1,0,0,4,1,0,,0,2,0,3,0,2,0,5,1,0,2,1,1,2,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,3,1,1,0,CU600
1830,CU,CU6A,WT,-16.57840977,145.3127592,17-Oct-07,2007,1/01/2001,2,531,600,WT600,midland,1,1,0,1,7,0,5,1,1,0,1,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,4,0,CU600
1831,CU,CU6A,WT,-16.57840977,145.3127592,13-Mar-08,2008,1/01/2002,3,531,600,WT600,midland,1,1,0,0,5,1,0,1,2,0,0,3,0,1,0,2,0,0,1,2,2,3,1,1,0,0,0,0,1,0,0,0,1,0,3,1,0,2,0,2,1,1,4,1,CU600
1832,CU,CU6A,WT,-16.57840977,145.3127592,25-Oct-08,2008,1/01/2002,3,531,600,WT600,midland,1,1,0,0,10,1,10,0,7,4,0,4,0,0,1,0,0,0,2,2,3,5,4,0,0,0,0,0,0,0,0,0,2,0,5,3,1,3,1,4,3,1,3,0,CU600
1833,CU,CU6A,WT,-16.57840977,145.3127592,29-Oct-08,2008,1/01/2002,3,531,600,WT600,midland,1,1,0,1,2,0,1,0,2,0,0,4,0,0,0,1,0,0,1,0,3,1,1,2,0,0,2,0,0,0,0,0,0,0,6,3,0,1,0,3,0,1,2,0,CU600
1834,CU,CU6A,WT,-16.57840977,145.3127592,6-Apr-09,2009,1/01/2002,3,531,600,WT600,midland,1,1,0,0,11,0,2,0,0,1,0,2,0,0,1,3,1,0,2,1,2,1,2,4,0,0,1,1,0,0,0,0,2,0,0,2,1,3,0,0,0,3,2,0,CU600
1835,CU,CU6A,WT,-16.57840977,145.3127592,14-Apr-10,2010,1/01/2002,3,531,600,WT600,midland,1,1,0,0,3,0,0,0,1,1,0,2,0,0,0,3,4,0,0,3,1,2,0,3,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,1,0,CU600
1836,CU,CU6A,WT,-16.57840977,145.3127592,19-Oct-10,2010,1/01/2002,3,531,600,WT600,midland,1,1,0,1,4,0,2,0,3,5,0,2,0,1,1,4,1,0,0,1,4,6,2,2,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,6,0,2,4,0,CU600
1837,CU,CU6A,WT,-16.57840977,145.3127592,21-Nov-11,2011,1/01/2002,3,531,600,WT600,midland,1,1,0,0,3,2,2,0,2,2,0,2,1,0,0,0,0,0,2,2,,1,1,1,0,0,0,2,0,0,0,0,0,0,6,1,0,2,0,1,1,3,2,0,CU600
1838,CU,CU6A,WT,-16.57840977,145.3127592,24-Mar-14,2014,1/01/2003,4,531,600,WT600,midland,1,1,0,2,5,0,1,0,5,2,0,0,0,0,2,0,2,0,0,1,2,3,2,0,0,0,2,0,1,0,0,0,0,0,,1,0,1,1,1,0,0,2,3,CU600
1839,CU,CU6A,WT,-16.57840977,145.3127592,15-Feb-16,2016,1/01/2003,4,531,600,WT600,midland,1,1,0,,2,,0,0,0,1,0,2,0,0,0,0,1,0,0,0,2,2,3,0,0,0,0,0,0,0,0,1,0,1,4,1,0,1,0,5,2,0,2,0,CU600
1842,CU,CU6A,WT,-16.57767628,145.3036762,8-Feb-04,2004,1/01/2001,2,625,800,WT800,midland,1,1,0,2,0,0,0,3,1,0,0,0,0,1,1,0,2,0,1,4,2,1,1,0,0,0,0,1,0,0,0,0,2,0,3,4,1,1,0,2,5,2,0,2,CU800
1843,CU,CU6A,WT,-16.57767628,145.3036762,21-Apr-04,2004,1/01/2001,2,625,800,WT800,midland,1,1,0,1,5,0,0,0,0,0,0,2,1,2,5,4,4,0,2,4,2,4,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,3,4,0,1,0,CU800
1844,CU,CU6A,WT,-16.57767628,145.3036762,14-Jul-04,2004,1/01/2001,2,625,800,WT800,midland,1,1,0,0,9,0,4,1,0,3,0,3,0,1,1,3,2,0,1,5,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,5,5,0,1,4,CU800
1845,CU,CU6A,WT,-16.57767628,145.3036762,13-Oct-04,2004,1/01/2001,2,625,800,WT800,midland,1,1,0,2,7,0,4,0,4,2,0,0,0,0,1,0,1,0,4,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,4,1,0,1,3,CU800
1846,CU,CU6A,WT,-16.57767628,145.3036762,22-Jun-07,2007,1/01/2001,2,625,800,WT800,midland,1,1,0,0,6,3,1,0,0,5,0,2,0,3,1,1,3,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,2,0,CU800
1847,CU,CU6A,WT,-16.57767628,145.3036762,17-Oct-07,2007,1/01/2001,2,625,800,WT800,midland,1,1,0,0,3,0,3,4,3,2,0,1,0,2,2,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,3,2,3,2,0,CU800
1848,CU,CU6A,WT,-16.57767628,145.3036762,13-Mar-08,2008,1/01/2002,3,625,800,WT800,midland,1,1,2,1,0,0,3,0,2,2,0,2,0,2,2,2,5,0,0,0,5,4,1,0,0,0,1,0,6,0,0,0,0,0,4,2,0,2,0,3,3,1,1,3,CU800
1849,CU,CU6A,WT,-16.57767628,145.3036762,24-Oct-08,2008,1/01/2002,3,625,800,WT800,midland,1,1,0,2,6,0,4,0,2,0,0,1,3,1,1,0,2,0,0,4,4,2,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,3,0,1,4,0,4,0,CU800
1850,CU,CU6A,WT,-16.57767628,145.3036762,31-Mar-09,2009,1/01/2002,3,625,800,WT800,midland,1,1,0,0,6,0,1,0,3,3,0,2,0,1,0,1,2,0,1,0,1,0,0,2,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,1,3,0,1,2,CU800
1851,CU,CU6A,WT,-16.57767628,145.3036762,13-Apr-10,2010,1/01/2002,3,625,800,WT800,midland,1,1,0,0,6,0,1,0,0,4,0,4,1,1,1,3,3,0,2,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,3,0,4,2,CU800
1852,CU,CU6A,WT,-16.57767628,145.3036762,19-Oct-10,2010,1/01/2002,3,625,800,WT800,midland,1,1,0,1,11,0,1,0,2,3,0,3,0,0,1,0,4,0,4,4,3,5,1,0,0,0,1,0,3,0,0,0,1,0,3,6,0,2,0,3,2,3,0,3,CU800
1853,CU,CU6A,WT,-16.57767628,145.3036762,27-Nov-11,2011,1/01/2002,3,625,800,WT800,midland,1,1,0,2,3,0,3,1,2,3,0,3,2,1,2,0,2,0,3,2,,2,1,0,0,0,0,0,8,0,0,0,1,0,3,3,0,1,1,1,2,4,1,3,CU800
1854,CU,CU6A,WT,-16.57767628,145.3036762,16-Jun-12,2012,1/01/2003,4,625,800,WT800,midland,1,1,0,1,3,0,2,0,2,7,0,3,0,5,1,1,2,0,0,1,8,0,2,0,1,0,1,0,1,0,0,0,2,0,0,0,0,1,0,1,,0,3,2,CU800
1855,CU,CU6A,WT,-16.57767628,145.3036762,27-Oct-15,2015,1/01/2003,4,625,800,WT800,midland,1,1,0,0,4,,3,0,3,4,0,2,0,2,1,0,1,0,4,2,2,1,0,0,0,0,2,,7,0,1,0,4,0,0,4,0,1,0,,1,1,0,2,CU800
1856,CU,CU6A,WT,-16.57764758,145.3057005,8-Feb-04,2004,1/01/2001,2,633,800,WT800,midland,1,1,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,CU800
1857,CU,CU6A,WT,-16.57764758,145.3057005,21-Apr-04,2004,1/01/2001,2,633,800,WT800,midland,1,1,0,0,3,0,0,0,0,3,0,2,0,2,3,3,3,0,0,3,3,1,1,2,0,0,2,0,0,0,0,1,1,0,0,1,0,1,0,1,3,1,2,0,CU800
1858,CU,CU6A,WT,-16.57764758,145.3057005,14-Jul-04,2004,1/01/2001,2,633,800,WT800,midland,1,1,0,0,9,0,1,3,0,4,0,3,0,0,0,4,3,0,2,8,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,2,1,2,CU800
1859,CU,CU6A,WT,-16.57764758,145.3057005,13-Oct-04,2004,1/01/2001,2,633,800,WT800,midland,1,1,0,1,7,0,3,2,1,1,0,0,0,1,3,1,1,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,0,5,1,1,2,1,CU800
1860,CU,CU6A,WT,-16.57764758,145.3057005,19-Nov-05,2005,1/01/2001,2,633,800,WT800,midland,1,1,0,2,6,,2,0,3,0,0,1,0,1,2,1,1,0,7,1,4,3,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,1,1,3,4,2,1,1,CU800
1861,CU,CU6A,WT,-16.57764758,145.3057005,19-Nov-05,2005,1/01/2001,2,633,800,WT800,midland,1,1,0,2,6,,2,0,3,0,0,1,0,1,2,1,1,0,7,1,4,3,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,1,1,3,4,2,1,1,CU800
1862,CU,CU6A,WT,-16.57764758,145.3057005,24-Jun-06,2006,1/01/2001,2,633,800,WT800,midland,1,1,0,0,6,3,0,,0,2,0,2,0,1,2,3,2,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,CU800
1863,CU,CU6A,WT,-16.57764758,145.3057005,25-Jun-06,2006,1/01/2001,2,633,800,WT800,midland,1,1,1,0,5,2,1,,1,6,0,3,0,1,2,5,0,0,3,4,2,3,2,0,1,0,3,0,0,0,0,1,1,0,0,2,0,0,0,0,6,4,4,2,CU800
1864,CU,CU6A,WT,-16.57764758,145.3057005,22-Jun-07,2007,1/01/2001,2,633,800,WT800,midland,1,1,1,0,3,1,2,0,0,2,0,0,0,2,2,2,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,3,CU800
1865,CU,CU6A,WT,-16.57764758,145.3057005,13-Mar-08,2008,1/01/2002,3,633,800,WT800,midland,1,1,0,3,3,0,3,3,4,1,0,0,0,1,2,1,2,0,0,8,4,0,2,0,0,0,1,0,0,0,0,0,4,0,3,0,1,2,0,1,2,2,1,4,CU800
1866,CU,CU6A,WT,-16.57764758,145.3057005,24-Oct-08,2008,1/01/2002,3,633,800,WT800,midland,1,1,0,2,3,0,0,0,2,2,0,2,0,1,1,0,1,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,3,4,0,0,0,4,4,0,0,1,CU800
1867,CU,CU6A,WT,-16.57764758,145.3057005,29-Oct-08,2008,1/01/2002,3,633,800,WT800,midland,1,1,0,1,3,0,1,0,2,1,0,1,0,4,2,3,0,0,3,0,3,3,0,2,0,0,2,0,5,0,0,0,1,0,3,1,0,1,1,3,2,2,3,3,CU800
1868,CU,CU6A,WT,-16.57764758,145.3057005,6-Apr-09,2009,1/01/2002,3,633,800,WT800,midland,1,1,0,0,6,0,6,1,2,3,0,1,0,1,0,2,1,0,2,0,2,0,2,2,0,0,1,1,0,0,0,0,5,0,2,1,0,1,0,2,1,1,1,5,CU800
1869,CU,CU6A,WT,-16.57764758,145.3057005,14-Apr-10,2010,1/01/2002,3,633,800,WT800,midland,1,1,0,0,0,0,1,0,0,4,0,3,0,3,2,2,3,0,1,6,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,3,2,0,CU800
1870,CU,CU6A,WT,-16.57764758,145.3057005,19-Oct-10,2010,1/01/2002,3,633,800,WT800,midland,1,1,0,1,9,0,1,2,3,4,0,3,0,1,0,0,5,0,3,0,3,0,2,1,0,0,1,0,0,0,1,0,1,0,4,5,0,1,0,2,5,2,0,4,CU800
1871,CU,CU6A,WT,-16.57764758,145.3057005,27-Nov-11,2011,1/01/2002,3,633,800,WT800,midland,1,1,0,1,2,0,3,0,1,0,0,2,2,2,4,0,3,0,3,0,,1,1,0,0,0,1,0,3,0,0,0,2,0,3,9,0,0,0,1,3,2,1,4,CU800
1872,CU,CU6A,WT,-16.57764758,145.3057005,3-Dec-11,2011,1/01/2002,3,633,800,WT800,midland,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,4,0,CU800
