"","spp","year","site","mean","sd"
"950","LEWHE",2016,"Upland",2.71428571428571,1.38278266986823
"951","LST",2000,"Lowland",2.7,1.76698110409314
"952","LST",2000,"Midland",0.26,0.599659767480439
"953","LST",2000,"Upland",NA,NA
"954","LST",2001,"Midland",0.125,0.448427203146441
"955","LST",2001,"Upland",NA,NA
"956","LST",2002,"Lowland",1.75,1.70782512765993
"957","LST",2002,"Midland",0.363636363636364,0.924416277737175
"958","LST",2002,"Upland",NA,NA
"959","LST",2003,"Lowland",2.5,1.51657508881031
"960","LST",2003,"Midland",0,0
"961","LST",2003,"Upland",NA,NA
"962","LST",2004,"Lowland",2.67073170731707,1.65592746045558
"963","LST",2004,"Midland",0.161290322580645,0.58970981942401
"964","LST",2004,"Upland",NA,NA
"965","LST",2005,"Lowland",2.63414634146341,2.0585929364614
"966","LST",2005,"Midland",0.293333333333333,1.07519116255484
"967","LST",2005,"Upland",NA,NA
"968","LST",2006,"Lowland",3.47826086956522,2.1077684282282
"969","LST",2006,"Midland",0.714285714285714,1.30930734141595
"970","LST",2006,"Upland",NA,NA
"971","LST",2007,"Lowland",3.17948717948718,1.31533055424732
"972","LST",2007,"Midland",0.416666666666667,0.871128720813951
"973","LST",2007,"Upland",NA,NA
"974","LST",2008,"Lowland",3.43037974683544,1.89928153962598
"975","LST",2008,"Midland",0.978723404255319,1.6328530569123
"976","LST",2008,"Upland",NA,NA
"977","LST",2009,"Lowland",3.57142857142857,1.6321352720343
"978","LST",2009,"Midland",0.413793103448276,1.00933333493164
"979","LST",2009,"Upland",NA,NA
"980","LST",2010,"Lowland",4.44827586206897,1.76445472954418
"981","LST",2010,"Midland",0.673469387755102,1.49147235841579
"982","LST",2010,"Upland",NA,NA
"983","LST",2011,"Lowland",4.16666666666667,2.2286019533929
"984","LST",2011,"Midland",1.16,1.62480768092719
"985","LST",2011,"Upland",NA,NA
"986","LST",2012,"Lowland",3.71052631578947,2.01223144572901
"987","LST",2012,"Midland",0.289473684210526,0.693907647755151
"988","LST",2012,"Upland",NA,NA
"989","LST",2013,"Lowland",2.72727272727273,1.61807966991178
"990","LST",2013,"Midland",1.1025641025641,1.83238228307006
"991","LST",2013,"Upland",NA,NA
"992","LST",2014,"Lowland",4.09090909090909,1.81408629643385
"993","LST",2014,"Midland",1.20408163265306,1.89274483045055
"994","LST",2014,"Upland",NA,NA
"995","LST",2015,"Lowland",5,1.26491106406735
"996","LST",2015,"Midland",1.28571428571429,1.0690449676497
"997","LST",2015,"Upland",NA,NA
"998","LST",2016,"Lowland",2.45454545454545,1.91643608626202
"999","LST",2016,"Midland",0.75,1.03209369308428
"1000","LST",2016,"Upland",NA,NA
"1001","MACHE",2000,"Lowland",1.8,0.421637021355784
"1002","MACHE",2000,"Midland",0.58,0.78480466827545
"1003","MACHE",2000,"Upland",0.181818181818182,0.523570314404736
"1004","MACHE",2001,"Midland",0.5,0.978019293843651
"1005","MACHE",2001,"Upland",0.0769230769230769,0.269069117598525
"1006","MACHE",2002,"Lowland",NA,NA
"1007","MACHE",2002,"Midland",0.272727272727273,0.646669790682863
"1008","MACHE",2002,"Upland",0.0952380952380952,0.300792603759119
"1009","MACHE",2003,"Lowland",2.33333333333333,2.94392028877595
"1010","MACHE",2003,"Midland",0.515151515151515,0.833712035163076
"1011","MACHE",2003,"Upland",0.0625,0.353553390593274
"1012","MACHE",2004,"Lowland",1.24390243902439,1.20247661725944
"1013","MACHE",2004,"Midland",0.661290322580645,0.927336396932806
"1014","MACHE",2004,"Upland",0.0208333333333333,0.144337567297406
"1015","MACHE",2005,"Lowland",1.41463414634146,1.37796244063649
"1016","MACHE",2005,"Midland",1.05333333333333,1.30377138326465
"1017","MACHE",2005,"Upland",0,0
"1018","MACHE",2006,"Lowland",1.52173913043478,1.50361882311222
"1019","MACHE",2006,"Midland",1.19047619047619,1.4359334113756
"1020","MACHE",2006,"Upland",0.16,0.62449979983984
"1021","MACHE",2007,"Lowland",1.15384615384615,1.18184649324827
"1022","MACHE",2007,"Midland",0.354166666666667,0.635462081274397
"1023","MACHE",2007,"Upland",0,0
"1024","MACHE",2008,"Lowland",1.29113924050633,1.1783506370997
"1025","MACHE",2008,"Midland",0.563829787234043,0.8238189413551
"1026","MACHE",2008,"Upland",0.010989010989011,0.104828483672192
"1027","MACHE",2009,"Lowland",1.25714285714286,1.09390980225162
"1028","MACHE",2009,"Midland",0.46551724137931,0.754298029456116
"1029","MACHE",2009,"Upland",0.0158730158730159,0.125988157669742
"1030","MACHE",2010,"Lowland",1.20689655172414,0.940338477997136
"1031","MACHE",2010,"Midland",0.387755102040816,0.861595577272487
"1032","MACHE",2010,"Upland",0.032258064516129,0.179605302026775
"1033","MACHE",2011,"Lowland",1.16666666666667,1.60208197875972
"1034","MACHE",2011,"Midland",0.24,0.435889894354067
"1035","MACHE",2011,"Upland",0,0
"1036","MACHE",2012,"Lowland",1.55263157894737,1.38909592261264
"1037","MACHE",2012,"Midland",0.789473684210526,0.874809469197076
"1038","MACHE",2012,"Upland",0.0394736842105263,0.196012888942485
"1039","MACHE",2013,"Lowland",0.727272727272727,1.1908743922773
"1040","MACHE",2013,"Midland",0.435897435897436,0.820618245588807
"1041","MACHE",2013,"Upland",0.0535714285714286,0.227207782928703
"1042","MACHE",2014,"Lowland",1,0.894427190999916
"1043","MACHE",2014,"Midland",0.428571428571429,0.735980072193987
"1044","MACHE",2014,"Upland",0,0
"1045","MACHE",2015,"Lowland",NA,NA
"1046","MACHE",2015,"Midland",1.42857142857143,1.22249969100425
"1047","MACHE",2015,"Upland",0.0277777777777778,0.166666666666667
"1048","MACHE",2016,"Lowland",1.36363636363636,1.02691063610494
"1049","MACHE",2016,"Midland",0.916666666666667,1.05980583400786
"1050","MACHE",2016,"Upland",0.0714285714285714,0.267261241912424
"1051","MTB",2000,"Lowland",0.2,0.421637021355784
"1052","MTB",2000,"Midland",0.36,0.662709343128183
"1053","MTB",2000,"Upland",0.454545454545455,0.844563030973244
"1054","MTB",2001,"Midland",0.208333333333333,0.414851116999053
"1055","MTB",2001,"Upland",0.5,0.754073902863898
"1056","MTB",2002,"Lowland",0.25,0.5
"1057","MTB",2002,"Midland",0.181818181818182,0.404519917477945
"1058","MTB",2002,"Upland",0.142857142857143,0.478091443733757
"1059","MTB",2003,"Lowland",0,0
"1060","MTB",2003,"Midland",0.212121212121212,0.48461168459756
"1061","MTB",2003,"Upland",0,0
"1062","MTB",2004,"Lowland",0.804878048780488,1.18048979571354
"1063","MTB",2004,"Midland",0.556451612903226,0.829363742366309
"1064","MTB",2004,"Upland",0.25,0.668437364783192
"1065","MTB",2005,"Lowland",0.951219512195122,1.2639465873247
"1066","MTB",2005,"Midland",0.826666666666667,0.949727319803944
"1067","MTB",2005,"Upland",0.345454545454545,0.584306547468143
"1068","MTB",2006,"Lowland",0.565217391304348,0.945135245565981
"1069","MTB",2006,"Midland",0.238095238095238,0.538958431120797
"1070","MTB",2006,"Upland",0.2,0.408248290463863
"1071","MTB",2007,"Lowland",0.564102564102564,0.940181163809787
"1072","MTB",2007,"Midland",0.25,0.525923706140778
"1073","MTB",2007,"Upland",0.22,0.545482374058194
"1074","MTB",2008,"Lowland",1.08860759493671,1.65009613875103
"1075","MTB",2008,"Midland",0.787234042553192,1.0863012159304
"1076","MTB",2008,"Upland",0.318681318681319,0.713039205391196
"1077","MTB",2009,"Lowland",1.31428571428571,1.34539363519137
"1078","MTB",2009,"Midland",0.844827586206897,1.19651136368869
"1079","MTB",2009,"Upland",0.523809523809524,0.82025060798992
"1080","MTB",2010,"Lowland",1.10344827586207,1.14470294294468
"1081","MTB",2010,"Midland",0.857142857142857,0.912870929175277
"1082","MTB",2010,"Upland",0.161290322580645,0.454369467397652
"1083","MTB",2011,"Lowland",0.666666666666667,1.03279555898864
"1084","MTB",2011,"Midland",0.28,0.541602560309064
"1085","MTB",2011,"Upland",0.135135135135135,0.48086508630928
"1086","MTB",2012,"Lowland",0.684210526315789,1.33771210811988
"1087","MTB",2012,"Midland",0.368421052631579,0.819395051459074
"1088","MTB",2012,"Upland",0.631578947368421,1.71146802687562
"1089","MTB",2013,"Lowland",0.454545454545455,0.522232967867094
"1090","MTB",2013,"Midland",0.256410256410256,0.59462277816536
"1091","MTB",2013,"Upland",0.25,0.667423812471915
"1092","MTB",2014,"Lowland",0.909090909090909,1.13618180363404
"1093","MTB",2014,"Midland",0.346938775510204,0.596902435081984
"1094","MTB",2014,"Upland",0.176470588235294,0.392952623996688
"1095","MTB",2015,"Lowland",0.333333333333333,0.816496580927726
"1096","MTB",2015,"Midland",0.428571428571429,0.646206172658864
"1097","MTB",2015,"Upland",0.111111111111111,0.318727629155838
"1098","MTB",2016,"Lowland",0.454545454545455,0.934198732993827
"1099","MTB",2016,"Midland",0.291666666666667,0.69025305168635
"1100","MTB",2016,"Upland",0.285714285714286,0.468807230938495
"1101","MTHORN",2000,"Lowland",NA,NA
"1102","MTHORN",2000,"Midland",0.34,1.02240213343331
"1103","MTHORN",2000,"Upland",1.65151515151515,2.58095047633723
"1104","MTHORN",2001,"Midland",0.125,0.337831962346088
"1105","MTHORN",2001,"Upland",2.55769230769231,2.50813157188782
"1106","MTHORN",2002,"Lowland",NA,NA
"1107","MTHORN",2002,"Midland",0,0
"1108","MTHORN",2002,"Upland",2.61904761904762,3.05738761815035
"1109","MTHORN",2003,"Lowland",NA,NA
"1110","MTHORN",2003,"Midland",0.121212121212121,0.415148750267281
"1111","MTHORN",2003,"Upland",1.53125,1.66528840861605
"1112","MTHORN",2004,"Lowland",NA,NA
"1113","MTHORN",2004,"Midland",0.483870967741935,1.23948501611215
"1114","MTHORN",2004,"Upland",0.791666666666667,1.67533208309651
"1115","MTHORN",2005,"Lowland",NA,NA
"1116","MTHORN",2005,"Midland",0.746666666666667,1.28497905475972
"1117","MTHORN",2005,"Upland",2.29090909090909,2.33866634417145
"1118","MTHORN",2006,"Lowland",NA,NA
"1119","MTHORN",2006,"Midland",0.285714285714286,1.10194633003868
"1120","MTHORN",2006,"Upland",3.56,3.54823899984203
"1121","MTHORN",2007,"Lowland",NA,NA
"1122","MTHORN",2007,"Midland",1.875,3.15301274366313
"1123","MTHORN",2007,"Upland",2.86,3.23885845347287
"1124","MTHORN",2008,"Lowland",NA,NA
"1125","MTHORN",2008,"Midland",0.797872340425532,1.74491449853101
"1126","MTHORN",2008,"Upland",2.17582417582418,2.13746166485913
"1127","MTHORN",2009,"Lowland",NA,NA
"1128","MTHORN",2009,"Midland",1.20689655172414,1.98908090112393
"1129","MTHORN",2009,"Upland",2.66666666666667,2.67605872928466
"1130","MTHORN",2010,"Lowland",NA,NA
"1131","MTHORN",2010,"Midland",0.795918367346939,1.36899585823477
"1132","MTHORN",2010,"Upland",3.09677419354839,2.328874387763
"1133","MTHORN",2011,"Lowland",NA,NA
"1134","MTHORN",2011,"Midland",0.56,0.960902353693305
"1135","MTHORN",2011,"Upland",1.83783783783784,2.03461043928307
"1136","MTHORN",2012,"Lowland",NA,NA
"1137","MTHORN",2012,"Midland",1.26315789473684,1.95467852511803
"1138","MTHORN",2012,"Upland",2.60526315789474,2.44991944013633
"1139","MTHORN",2013,"Lowland",NA,NA
"1140","MTHORN",2013,"Midland",0.41025641025641,0.965672623995391
"1141","MTHORN",2013,"Upland",2.125,2.48678324529721
"1142","MTHORN",2014,"Lowland",NA,NA
"1143","MTHORN",2014,"Midland",0.653061224489796,1.64000788118232
"1144","MTHORN",2014,"Upland",1.47058823529412,1.58578241961277
"1145","MTHORN",2015,"Lowland",NA,NA
"1146","MTHORN",2015,"Midland",0.142857142857143,0.534522483824849
"1147","MTHORN",2015,"Upland",2.02777777777778,2.29889552501209
"1148","MTHORN",2016,"Lowland",NA,NA
"1149","MTHORN",2016,"Midland",0.625,1.68915981173044
"1150","MTHORN",2016,"Upland",2.57142857142857,1.74154156796989
"1151","OFSF",2000,"Lowland",0.5,0.707106781186548
"1152","OFSF",2000,"Midland",0.42,0.672794962246664
"1153","OFSF",2000,"Upland",0.0303030303030303,0.172733406835012
"1154","OFSF",2001,"Midland",0.583333333333333,0.775531608229039
"1155","OFSF",2001,"Upland",0.134615384615385,0.397484549155683
"1156","OFSF",2002,"Lowland",0.25,0.5
"1157","OFSF",2002,"Midland",0.909090909090909,1.04446593573419
"1158","OFSF",2002,"Upland",0,0
"1159","OFSF",2003,"Lowland",0.833333333333333,0.983192080250175
"1160","OFSF",2003,"Midland",0.0606060606060606,0.24230584229878
"1161","OFSF",2003,"Upland",0.4375,0.759350316537635
"1162","OFSF",2004,"Lowland",0.25609756097561,0.562423670755487
"1163","OFSF",2004,"Midland",0.362903225806452,0.73622501662974
"1164","OFSF",2004,"Upland",0.166666666666667,0.376621788577355
"1165","OFSF",2005,"Lowland",0.365853658536585,0.698430295769578
"1166","OFSF",2005,"Midland",0.493333333333333,0.977770952747133
"1167","OFSF",2005,"Upland",0,0
"1168","OFSF",2006,"Lowland",0.347826086956522,0.647280721183483
"1169","OFSF",2006,"Midland",0.238095238095238,0.436435780471985
"1170","OFSF",2006,"Upland",0.04,0.2
"1171","OFSF",2007,"Lowland",0.512820512820513,0.854455655336526
"1172","OFSF",2007,"Midland",0.354166666666667,0.6010481388776
"1173","OFSF",2007,"Upland",0.06,0.239897937482095
"1174","OFSF",2008,"Lowland",0.607594936708861,1.01801367074327
"1175","OFSF",2008,"Midland",0.127659574468085,0.394424653889074
"1176","OFSF",2008,"Upland",0.120879120879121,0.389733950141057
"1177","OFSF",2009,"Lowland",0.571428571428571,0.850111213683393
"1178","OFSF",2009,"Midland",0.0862068965517241,0.339477553123046
"1179","OFSF",2009,"Upland",0.0634920634920635,0.245804529802605
"1180","OFSF",2010,"Lowland",0.379310344827586,0.77523236624568
"1181","OFSF",2010,"Midland",0.306122448979592,0.683254516775321
"1182","OFSF",2010,"Upland",0.193548387096774,0.477448415273642
"1183","OFSF",2011,"Lowland",0,0
"1184","OFSF",2011,"Midland",0,0
"1185","OFSF",2011,"Upland",0.0540540540540541,0.229243435135126
"1186","OFSF",2012,"Lowland",0.5,1.10893179669885
"1187","OFSF",2012,"Midland",0.447368421052632,0.795166765478641
"1188","OFSF",2012,"Upland",0.171052631578947,0.619422481450517
"1189","OFSF",2013,"Lowland",0.363636363636364,0.674199862463242
"1190","OFSF",2013,"Midland",0.307692307692308,0.731035536390391
"1191","OFSF",2013,"Upland",0.0535714285714286,0.227207782928703
"1192","OFSF",2014,"Lowland",0.0909090909090909,0.301511344577764
"1193","OFSF",2014,"Midland",0.122448979591837,0.389050824723052
"1194","OFSF",2014,"Upland",0,0
"1195","OFSF",2015,"Lowland",0.5,0.836660026534076
"1196","OFSF",2015,"Midland",0.142857142857143,0.363136519601281
"1197","OFSF",2015,"Upland",0,0
"1198","OFSF",2016,"Lowland",0.454545454545455,0.687551650952329
"1199","OFSF",2016,"Midland",0.541666666666667,1.10253331475513
"1200","OFSF",2016,"Upland",0.214285714285714,0.578934223521839
"1201","PYR",2000,"Lowland",NA,NA
"1202","PYR",2000,"Midland",0.38,0.805339325111737
"1203","PYR",2000,"Upland",0.363636363636364,0.834567850149703
"1204","PYR",2001,"Midland",0.458333333333333,0.721060008759246
"1205","PYR",2001,"Upland",0.153846153846154,0.500376931828882
"1206","PYR",2002,"Lowland",NA,NA
"1207","PYR",2002,"Midland",0.272727272727273,0.904534033733291
"1208","PYR",2002,"Upland",0.0952380952380952,0.300792603759119
"1209","PYR",2003,"Lowland",NA,NA
"1210","PYR",2003,"Midland",0.212121212121212,0.599873724085732
"1211","PYR",2003,"Upland",0.125,0.421211769587116
"1212","PYR",2004,"Lowland",0.365853658536585,0.618883804526317
"1213","PYR",2004,"Midland",0.346774193548387,0.687216073980188
"1214","PYR",2004,"Upland",0.166666666666667,0.519137309484967
"1215","PYR",2005,"Lowland",0.317073170731707,0.567407454579331
"1216","PYR",2005,"Midland",0.466666666666667,0.843630079899781
"1217","PYR",2005,"Upland",0.0181818181818182,0.134839972492648
"1218","PYR",2006,"Lowland",0.739130434782609,1.25108648434245
"1219","PYR",2006,"Midland",0.714285714285714,1.00711752754369
"1220","PYR",2006,"Upland",0.36,0.907377172587747
"1221","PYR",2007,"Lowland",0.641025641025641,1.11183062623338
"1222","PYR",2007,"Midland",0.9375,1.1560433254047
"1223","PYR",2007,"Upland",0.22,0.545482374058194
"1224","PYR",2008,"Lowland",0.645569620253165,1.16616811344198
"1225","PYR",2008,"Midland",0.670212765957447,1.08149933631923
"1226","PYR",2008,"Upland",0.0879120879120879,0.284735809259182
"1227","PYR",2009,"Lowland",0.457142857142857,0.816839574675653
"1228","PYR",2009,"Midland",0.517241379310345,0.863314285036997
"1229","PYR",2009,"Upland",0.0952380952380952,0.34614399922975
"1230","PYR",2010,"Lowland",0.344827586206897,0.613878889228481
"1231","PYR",2010,"Midland",0.346938775510204,0.630840061880561
"1232","PYR",2010,"Upland",0.0967741935483871,0.300537153518764
"1233","PYR",2011,"Lowland",0,0
"1234","PYR",2011,"Midland",0.16,0.374165738677394
"1235","PYR",2011,"Upland",0.108108108108108,0.314800093867678
"1236","PYR",2012,"Lowland",0.315789473684211,0.701552839715747
"1237","PYR",2012,"Midland",0.605263157894737,0.886519879328045
"1238","PYR",2012,"Upland",0.171052631578947,0.500350754164498
"1239","PYR",2013,"Lowland",0.727272727272727,0.786245393106896
"1240","PYR",2013,"Midland",0.512820512820513,0.72081075959443
"1241","PYR",2013,"Upland",0.125,0.384353057392904
"1242","PYR",2014,"Lowland",0.363636363636364,0.674199862463242
"1243","PYR",2014,"Midland",0.530612244897959,0.981114179906501
"1244","PYR",2014,"Upland",0.235294117647059,0.752446988556825
"1245","PYR",2015,"Lowland",1,1.09544511501033
"1246","PYR",2015,"Midland",0.285714285714286,0.726273039202563
"1247","PYR",2015,"Upland",0.138888888888889,0.350736187206101
"1248","PYR",2016,"Lowland",0.181818181818182,0.404519917477945
"1249","PYR",2016,"Midland",0.458333333333333,0.832970935693524
"1250","PYR",2016,"Upland",0.142857142857143,0.363136519601281
"1251","RFAN",2000,"Lowland",0.4,0.699205898780101
"1252","RFAN",2000,"Midland",0.78,0.932190748632883
"1253","RFAN",2000,"Upland",0.484848484848485,0.827274008042247
"1254","RFAN",2001,"Midland",0.375,0.646898957233327
"1255","RFAN",2001,"Upland",0.711538461538462,1.07259148266606
"1256","RFAN",2002,"Lowland",0,0
"1257","RFAN",2002,"Midland",0.181818181818182,0.603022689155527
"1258","RFAN",2002,"Upland",0.380952380952381,0.589592272353571
"1259","RFAN",2003,"Lowland",0,0
"1260","RFAN",2003,"Midland",0.393939393939394,0.863835702672749
"1261","RFAN",2003,"Upland",0.5,0.842423539174232
"1262","RFAN",2004,"Lowland",0.0609756097560976,0.240758112082593
"1263","RFAN",2004,"Midland",0.0887096774193548,0.403482740066539
"1264","RFAN",2004,"Upland",0.25,0.635810757339742
"1265","RFAN",2005,"Lowland",0.0975609756097561,0.374491525189856
"1266","RFAN",2005,"Midland",0.08,0.273120110198049
"1267","RFAN",2005,"Upland",0.181818181818182,0.43422596485262
"1268","RFAN",2006,"Lowland",0.130434782608696,0.344350221575091
"1269","RFAN",2006,"Midland",0.238095238095238,0.538958431120797
"1270","RFAN",2006,"Upland",0.16,0.62449979983984
"1271","RFAN",2007,"Lowland",0.435897435897436,0.753758016274796
"1272","RFAN",2007,"Midland",0.145833333333333,0.504852341308647
"1273","RFAN",2007,"Upland",0.3,0.707106781186548
"1274","RFAN",2008,"Lowland",0.139240506329114,0.415537255424702
"1275","RFAN",2008,"Midland",0.0425531914893617,0.2029298102619
"1276","RFAN",2008,"Upland",0.252747252747253,0.642796089896954
"1277","RFAN",2009,"Lowland",0.0285714285714286,0.169030850945703
"1278","RFAN",2009,"Midland",0.224137931034483,0.497118131616228
"1279","RFAN",2009,"Upland",0.126984126984127,0.457625832935369
"1280","RFAN",2010,"Lowland",0.241379310344828,0.510963544533624
"1281","RFAN",2010,"Midland",0.0204081632653061,0.142857142857143
"1282","RFAN",2010,"Upland",0,0
"1283","RFAN",2011,"Lowland",0,0
"1284","RFAN",2011,"Midland",0.24,0.597215762238964
"1285","RFAN",2011,"Upland",0.027027027027027,0.164398987305357
"1286","RFAN",2012,"Lowland",0.131578947368421,0.474828710599594
"1287","RFAN",2012,"Midland",0.236842105263158,0.633915781187605
"1288","RFAN",2012,"Upland",0.184210526315789,0.558820813637418
"1289","RFAN",2013,"Lowland",0.181818181818182,0.603022689155527
"1290","RFAN",2013,"Midland",0.102564102564103,0.446911730061918
"1291","RFAN",2013,"Upland",0.0535714285714286,0.227207782928703
"1292","RFAN",2014,"Lowland",0,0
"1293","RFAN",2014,"Midland",0.0408163265306122,0.199914947901746
"1294","RFAN",2014,"Upland",0.117647058823529,0.332105582077536
"1295","RFAN",2015,"Lowland",0,0
"1296","RFAN",2015,"Midland",NA,NA
"1297","RFAN",2015,"Upland",0.0833333333333333,0.280305955290694
"1298","RFAN",2016,"Lowland",0,0
"1299","RFAN",2016,"Midland",0.375,0.710939366337732
"1300","RFAN",2016,"Upland",0.0714285714285714,0.267261241912424
"1301","RL",2000,"Lowland",0.3,0.948683298050514
"1302","RL",2000,"Midland",0.24,0.796932896056077
"1303","RL",2000,"Upland",0.121212121212121,0.754782730126339
"1304","RL",2001,"Midland",0.166666666666667,0.481543412343077
"1305","RL",2001,"Upland",1.26923076923077,2.50580020967343
"1306","RL",2002,"Lowland",NA,NA
"1307","RL",2002,"Midland",NA,NA
"1308","RL",2002,"Upland",0.857142857142857,1.55838744494796
"1309","RL",2003,"Lowland",0,0
"1310","RL",2003,"Midland",0.696969696969697,1.35749881410741
"1311","RL",2003,"Upland",0.78125,1.26323637100594
"1312","RL",2004,"Lowland",0.378048780487805,1.67509162382491
"1313","RL",2004,"Midland",0.153225806451613,0.541667927533887
"1314","RL",2004,"Upland",0.458333333333333,0.988407989956541
"1315","RL",2005,"Lowland",0.146341463414634,0.421958268656753
"1316","RL",2005,"Midland",0.173333333333333,0.742044897988411
"1317","RL",2005,"Upland",0.709090909090909,1.46151528764736
"1318","RL",2006,"Lowland",0.260869565217391,0.540823555863717
"1319","RL",2006,"Midland",0.0952380952380952,0.436435780471985
"1320","RL",2006,"Upland",1.96,4.40151489073175
"1321","RL",2007,"Lowland",0.538461538461538,1.5868896065832
"1322","RL",2007,"Midland",0.333333333333333,1.62864430416944
"1323","RL",2007,"Upland",0.28,0.607436903584837
"1324","RL",2008,"Lowland",0.417721518987342,1.43765830732951
"1325","RL",2008,"Midland",0.808510638297872,2.18142991352634
"1326","RL",2008,"Upland",1.42857142857143,3.96692676218101
"1327","RL",2009,"Lowland",0.514285714285714,1.06747168501995
"1328","RL",2009,"Midland",0.896551724137931,3.83744091981455
"1329","RL",2009,"Upland",1.20634920634921,2.13389489536743
"1330","RL",2010,"Lowland",1.03448275862069,2.09562058010594
"1331","RL",2010,"Midland",0.510204081632653,1.29296895070338
"1332","RL",2010,"Upland",0.67741935483871,1.37567187885759
"1333","RL",2011,"Lowland",0.833333333333333,0.983192080250175
"1334","RL",2011,"Midland",0.56,1.70977581376429
"1335","RL",2011,"Upland",1.7027027027027,3.09896815143422
"1336","RL",2012,"Lowland",0.5,1.08428579059014
"1337","RL",2012,"Midland",0.894736842105263,2.20306265548926
"1338","RL",2012,"Upland",3.13157894736842,3.91013079154874
"1339","RL",2013,"Lowland",1.45454545454545,3.11010084607031
"1340","RL",2013,"Midland",NA,NA
"1341","RL",2013,"Upland",4.5,7.21614351802452
"1342","RL",2014,"Lowland",0.363636363636364,1.20604537831105
"1343","RL",2014,"Midland",1.24489795918367,2.25028342886048
"1344","RL",2014,"Upland",NA,NA
"1345","RL",2015,"Lowland",0.333333333333333,0.816496580927726
"1346","RL",2015,"Midland",2.21428571428571,2.19013773464212
"1347","RL",2015,"Upland",NA,NA
"1348","RL",2016,"Lowland",0,0
"1349","RL",2016,"Midland",1.16666666666667,2.16024689946929
"1350","RL",2016,"Upland",1.64285714285714,1.864945569721
"1351","SATBB",2000,"Lowland",NA,NA
"1352","SATBB",2000,"Midland",0.1,0.303045763365663
"1353","SATBB",2000,"Upland",0.257575757575758,0.505678707986559
"1354","SATBB",2001,"Midland",0,0
"1355","SATBB",2001,"Upland",0.384615384615385,0.820182814481282
"1356","SATBB",2002,"Lowland",NA,NA
"1357","SATBB",2002,"Midland",0.272727272727273,0.904534033733291
"1358","SATBB",2002,"Upland",0.380952380952381,0.864649667564296
"1359","SATBB",2003,"Lowland",NA,NA
"1360","SATBB",2003,"Midland",0,0
"1361","SATBB",2003,"Upland",0.53125,1.0467884834255
"1362","SATBB",2004,"Lowland",NA,NA
"1363","SATBB",2004,"Midland",0.0887096774193548,0.525946251762463
"1364","SATBB",2004,"Upland",0.166666666666667,0.630208791248881
"1365","SATBB",2005,"Lowland",NA,NA
"1366","SATBB",2005,"Midland",0.0266666666666667,0.162192189412149
"1367","SATBB",2005,"Upland",0.345454545454545,0.843673225712723
"1368","SATBB",2006,"Lowland",NA,NA
"1369","SATBB",2006,"Midland",0,0
"1370","SATBB",2006,"Upland",0.04,0.2
"1371","SATBB",2007,"Lowland",NA,NA
"1372","SATBB",2007,"Midland",0.0625,0.244623027395041
"1373","SATBB",2007,"Upland",0.16,0.548095031235739
"1374","SATBB",2008,"Lowland",NA,NA
"1375","SATBB",2008,"Midland",0.117021276595745,0.565236328511642
"1376","SATBB",2008,"Upland",0.230769230769231,0.518050256612299
"1377","SATBB",2009,"Lowland",NA,NA
"1378","SATBB",2009,"Midland",0.172413793103448,0.957664026250769
"1379","SATBB",2009,"Upland",0.46031746031746,1.30539076865273
"1380","SATBB",2010,"Lowland",NA,NA
"1381","SATBB",2010,"Midland",0.0612244897959184,0.242226070825902
"1382","SATBB",2010,"Upland",0.161290322580645,0.454369467397652
"1383","SATBB",2011,"Lowland",NA,NA
"1384","SATBB",2011,"Midland",0.04,0.2
"1385","SATBB",2011,"Upland",0.324324324324324,0.668915127237714
"1386","SATBB",2012,"Lowland",NA,NA
"1387","SATBB",2012,"Midland",0.0263157894736842,0.162221421130763
"1388","SATBB",2012,"Upland",0.223684210526316,0.704247763419027
"1389","SATBB",2013,"Lowland",NA,NA
"1390","SATBB",2013,"Midland",0.0256410256410256,0.160128153805087
"1391","SATBB",2013,"Upland",0.285714285714286,0.947998575263327
"1392","SATBB",2014,"Lowland",NA,NA
"1393","SATBB",2014,"Midland",0.0204081632653061,0.142857142857143
"1394","SATBB",2014,"Upland",0,0
"1395","SATBB",2015,"Lowland",NA,NA
"1396","SATBB",2015,"Midland",0,0
"1397","SATBB",2015,"Upland",0.222222222222222,0.721550359042888
"1398","SATBB",2016,"Lowland",NA,NA
"1399","SATBB",2016,"Midland",0.125,0.448427203146441
"1400","SATBB",2016,"Upland",0.142857142857143,0.363136519601281
"1401","SBCUC",2000,"Lowland",0.1,0.316227766016838
"1402","SBCUC",2000,"Midland",0.42,0.702473763036814
"1403","SBCUC",2000,"Upland",0.348484848484849,0.644322524169003
"1404","SBCUC",2001,"Midland",0.25,0.442325868464691
"1405","SBCUC",2001,"Upland",0.0769230769230769,0.334086629962587
"1406","SBCUC",2002,"Lowland",0,0
"1407","SBCUC",2002,"Midland",0.0909090909090909,0.301511344577764
"1408","SBCUC",2002,"Upland",0,0
"1409","SBCUC",2003,"Lowland",0,0
"1410","SBCUC",2003,"Midland",0,0
"1411","SBCUC",2003,"Upland",0,0
"1412","SBCUC",2004,"Lowland",0.024390243902439,0.15520673239324
"1413","SBCUC",2004,"Midland",0.233870967741935,0.557416674552327
"1414","SBCUC",2004,"Upland",0.416666666666667,0.678964585086305
"1415","SBCUC",2005,"Lowland",0.024390243902439,0.156173761888606
"1416","SBCUC",2005,"Midland",0.106666666666667,0.310767721259105
